game_id,season,week,date,away_team,home_team,fav_team,dog_team,spread,total,fav_pts,dog_pts,actual_total,bias,model_prob,over,threshold,passes_filter,flat_units_risked,flat_units_pnl,kelly_units,kelly_units_pnl
400869107,2016,2,2016-09-11,California,San Diego State,San Diego State,California,5.5,59.5,45,40,85,0.04549157975,0.4786232951,1,1.75,0,0,0,0,0
400869109,2016,3,2016-09-17,Arizona State,UTSA,Arizona State,UTSA,21.5,58,32,28,60,0.2701436367,0.4891414026,1,1.75,0,0,0,0,0
400868997,2016,3,2016-09-17,Alabama,Ole Miss,Alabama,Ole Miss,10,53,48,43,91,0.147211152,0.4833843555,1,1.75,0,0,0,0,0
400869440,2016,3,2016-09-17,Florida State,Louisville,Louisville,Florida State,2,65,63,20,83,0.01799694078,0.4773368831,1,1.75,0,0,0,0,0
400869111,2016,3,2016-09-17,Colorado,Michigan,Michigan,Colorado,17.5,55.5,45,28,73,0.2333508352,0.4874180684,1,1.75,0,0,0,0,0
400869110,2016,3,2016-09-18,USC,Stanford,Stanford,USC,7.5,48.5,27,10,37,0.2013798343,0.4859207715,0,1.75,0,0,0,0,0
400869657,2016,3,2016-09-17,Georgia State,Wisconsin,Wisconsin,Georgia State,35.5,51.5,23,17,40,1.637183661,0.553041164,0,1.75,0,0,0,1.534661108,-1.534661108
400869117,2016,3,2016-09-18,Texas,California,Texas,California,7.5,79.5,43,50,93,0.002901320261,0.4766306927,1,1.75,0,0,0,0,0
400868948,2016,3,2016-09-17,Michigan State,Notre Dame,Notre Dame,Michigan State,7.5,49,28,36,64,0.1903148867,0.4854026123,1,1.75,0,0,0,0,0
400868998,2016,3,2016-09-17,Georgia,Missouri,Georgia,Missouri,7,53.5,28,27,55,0.1083637541,0.4815657574,1,1.75,0,0,0,0,0
400869113,2016,3,2016-09-17,Oregon,Nebraska,Nebraska,Oregon,3,72.5,35,32,67,0.006004529626,0.4767758585,0,1.75,0,0,0,0,0
400868994,2016,3,2016-09-17,North Texas,Florida,Florida,North Texas,32.5,52.5,32,0,32,1.205231592,0.5329200458,0,1.75,0,0,0,0.4783024032,-0.4783024032
400868992,2016,3,2016-09-17,Texas State,Arkansas,Arkansas,Texas State,28.5,59.5,42,3,45,0.4633988898,0.498195846,0,1.75,0,0,0,0,0
400868889,2016,3,2016-09-17,Iowa State,TCU,TCU,Iowa State,24.5,60.5,41,20,61,0.2835983395,0.4897716584,1,1.75,0,0,0,0,0
400869192,2016,3,2016-09-17,New Mexico,Rutgers,Rutgers,New Mexico,7.5,56,37,28,65,0.08291996846,0.4803748402,1,1.75,0,0,0,0,0
400869278,2016,3,2016-09-17,Akron,Marshall,Marshall,Akron,17.5,55.5,38,65,103,0.2333508352,0.4874180684,1,1.75,0,0,0,0,0
400869519,2016,3,2016-09-17,Temple,Penn State,Penn State,Temple,8.5,48,34,27,61,0.2287326154,0.487201772,1,1.75,0,0,0,0,0
400869520,2016,3,2016-09-17,Kansas,Memphis,Memphis,Kansas,20,60,43,7,50,0.1869917252,0.4852469972,0,1.75,0,0,0,0,0
400869444,2016,3,2016-09-17,Virginia,UConn,UConn,Virginia,3,47.5,13,10,23,0.1805198016,0.48494394,0,1.75,0,0,0,0,0
400869116,2016,3,2016-09-17,Idaho,Washington State,Washington State,Idaho,27.5,69,56,6,62,0.1578724041,0.4838835123,0,1.75,0,0,0,0,0
400869358,2016,3,2016-09-17,Florida Atlantic,Kansas State,Kansas State,Florida Atlantic,23.5,49.5,63,7,70,0.7336602864,0.5108587201,1,1.75,0,0,0,0,0
400869198,2016,3,2016-09-17,UNLV,Central Michigan,Central Michigan,UNLV,12,55,44,21,65,0.1413025692,0.4831077285,1,1.75,0,0,0,0,0
400869437,2016,3,2016-09-17,Boston College,Virginia Tech,Virginia Tech,Boston College,6.5,39,49,0,49,0.521887016,0.5009365433,1,1.75,0,0,0,0,0
400869442,2016,3,2016-09-17,Pittsburgh,Oklahoma State,Oklahoma State,Pittsburgh,2.5,57.5,45,38,83,0.05138808067,0.4788992085,1,1.75,0,0,0,0,0
400869443,2016,3,2016-09-17,South Florida,Syracuse,South Florida,Syracuse,12.5,74.5,45,20,65,0.01207757629,0.4770599599,0,1.75,0,0,0,0,0
400868999,2016,3,2016-09-17,East Carolina,South Carolina,South Carolina,East Carolina,2,51.5,20,15,35,0.1093773003,0.4816132008,0,1.75,0,0,0,0,0
400869284,2016,3,2016-09-17,Western Michigan,Illinois,Western Michigan,Illinois,3,56,34,10,44,0.0634582859,0.4794640378,0,1.75,0,0,0,0,0
400869360,2016,3,2016-09-17,Old Dominion,NC State,NC State,Old Dominion,24.5,58,49,22,71,0.3644933635,0.4935614898,1,1.75,0,0,0,0,0
400869813,2016,3,2016-09-17,UL Monroe,Georgia Southern,Georgia Southern,UL Monroe,27,57,23,21,44,0.5093192727,0.5003476303,0,1.75,0,0,0,0,0
400868912,2016,3,2016-09-17,Army,UTEP,Army,UTEP,3.5,47,66,14,80,0.1941487417,0.4855821448,1,1.75,0,0,0,0,0
400869359,2016,3,2016-09-17,Louisiana Tech,Texas Tech,Texas Tech,Louisiana Tech,11,82.5,59,45,104,0.002894258416,0.4766303624,1,1.75,0,0,0,0,0
400869362,2016,3,2016-09-17,Troy,Southern Miss,Southern Miss,Troy,9.5,61,31,37,68,0.05304029878,0.4789765221,1,1.75,0,0,0,0,0
400869518,2016,3,2016-09-17,Maryland,UCF,Maryland,UCF,10.5,56,30,24,54,0.1085984807,0.4815767448,0,1.75,0,0,0,0,0
